timestep,agent_id,community_id,centrality,d0,d1,d2,d3,d4,d5
100,89,0,0.625,0.265136,0.595621,0.419184,0.672172,0.140861,0.382015
100,90,0,0.75,0.24703,0.376066,0.53715,0.473116,0.461993,0.476122
100,91,0,0.75,0.530508,0.34872,0.606027,0.5994,0.557756,0.58348
100,92,0,0.75,0.544463,0.805261,0.486936,0.453938,0.386971,0.345161
100,93,0,0.75,0.313329,0.36668,0.489398,0.550144,0.507671,0.38517
100,94,0,0.875,0.635028,0.610912,0.476053,0.402063,0.582264,0.528196
100,95,0,0.75,0.282781,0.489803,0.539305,0.365046,0.528477,0.281777
100,96,0,0.625,0.700428,0.687192,0.462122,0.554518,0.138512,0.326548
100,97,0,1.0,0.455933,0.33918,0.607159,0.799594,0.323508,0.37438
100,98,0,0.75,0.535317,0.741667,0.316644,0.537355,0.773195,0.252236
100,99,0,0.875,0.30784,0.436459,0.421912,0.62189,0.536249,0.233756
100,100,0,0.75,0.577312,0.413369,0.691167,0.405862,0.404508,0.58117
100,101,0,0.75,0.614439,0.567215,0.24716,0.580705,0.344854,0.535291
100,102,0,0.625,0.28644,0.566948,0.37901,0.307605,0.607073,0.536247
100,103,0,0.875,0.407903,0.717677,0.433902,0.504816,0.540337,0.40705
100,104,0,0.625,0.57067,0.419982,0.438254,0.704396,0.343912,0.138083
100,105,0,0.75,0.741641,0.882399,0.43921,0.209474,0.453427,0.457067
100,106,0,0.75,0.471511,0.332992,0.586934,0.578676,0.275839,0.60488
100,107,0,1.0,0.807903,0.525794,0.449401,0.4787,0.592289,0.240399
100,108,0,0.875,0.524659,0.44143,0.777174,0.473874,0.750183,0.334439
100,109,0,0.875,0.588089,0.54791,0.369643,0.526609,0.681878,0.451431
100,110,0,0.875,0.246206,0.497366,0.364637,0.448649,0.487762,0.244152
100,111,0,0.75,0.257651,0.57231,0.421592,0.115288,0.617727,0.540855
100,112,0,0.625,0.392919,0.302475,0.625371,0.552403,0.85739,0.563028
100,113,0,0.75,0.558155,0.474961,0.622516,0.593763,0.687759,0.421802
100,114,0,0.75,0.434689,0.428135,0.61862,0.724756,0.431174,0.436284
100,115,0,0.875,0.547112,0.463136,0.642808,0.162233,0.375994,0.382638
100,116,0,0.75,0.151947,0.355454,0.362727,0.469834,0.666945,0.463241
100,117,0,0.875,0.345378,0.491457,0.657376,0.353606,0.363414,0.583782
100,118,0,0.75,0.46677,0.597123,0.497953,0.60525,0.344738,0.498187
100,119,0,0.5,0.468396,0.317616,0.265478,0.602862,0.447357,0.346658
100,120,0,0.875,0.485573,0.669203,0.157889,0.275504,0.361567,0.719177
100,121,0,0.875,0.542388,0.615098,0.328976,0.33207,0.567172,0.508741
100,122,0,0.625,0.582311,0.471849,0.541722,0.523718,0.616665,0.621051
100,123,0,0.75,0.257019,0.16291,0.650262,0.678159,0.346907,0.221025
100,124,0,0.75,0.514855,0.639626,0.769639,0.577445,0.444242,0.36603
100,125,0,0.75,0.501718,0.45511,0.34774,0.807313,0.767775,0.670407
100,126,0,0.625,0.361872,0.628253,0.595944,0.566382,0.68745,0.595306
100,127,0,0.75,0.611002,0.595536,0.551119,0.232458,0.512543,0.416571
100,128,0,0.625,0.308024,0.752272,0.759349,0.703883,0.538282,0.702594
100,129,0,0.75,0.501808,0.53042,0.335979,0.559549,0.509058,0.304602
100,130,0,0.75,0.49232,0.488041,0.769634,0.634132,0.501717,0.537318
100,131,0,0.75,0.506632,0.469563,0.337636,0.477342,0.388085,0.312453
100,132,0,0.75,0.576683,0.55869,0.231994,0.481597,0.649355,0.658884
100,133,0,0.75,0.653876,0.505837,0.373243,0.337445,0.551691,0.556892
100,134,0,0.75,0.6931,0.664997,0.480166,0.313369,0.452134,0.532585
100,135,0,0.75,0.469688,0.413316,0.537933,0.424406,0.40579,0.546718
100,136,0,1.0,0.439701,0.536616,0.540981,0.329086,0.427814,0.715667
100,137,0,0.875,0.325688,0.182502,0.220723,0.504366,0.504638,0.482358
100,138,0,0.75,0.682128,0.099075,0.55939,0.734216,0.330833,0.443029
100,139,0,0.75,0.387066,0.365848,0.451061,0.714123,0.775608,0.449609
100,140,0,0.875,0.785759,0.505336,0.763054,0.486005,0.519659,0.554821
100,141,0,0.875,0.976828,0.627693,0.39391,0.64535,0.445725,0.426537
100,142,0,0.75,0.63629,0.504663,0.541786,0.502098,0.550487,0.563745
100,143,0,0.75,0.209455,0.599986,0.352697,0.283655,0.491238,0.512597
